Sensor1	Sensor2	Sensor3	Sensor4	Sensor5	Sensor6	Sensor7	Sensor8	CO	C6H6	NOx	NO2
869	772	1051	966	641	9.8	41.9	0.5083	2.3	5.2	183	102
928	850	1118	1004	794	8.9	44.9	0.5125	2.9	6.8	254	129
1037	1047	869	1159	1042	8.4	45.4	0.5035	4.1	11.9	355	151
980	1008	758	1103	993	8.0	41.0	0.4416	4.1	10.8	341	151
978	1031	765	1066	968	7.9	37.1	0.3974	4	11.5	341	149
891	882	885	950	894	7.8	33.9	0.3594	3.7	7.6	342	149
762	657	1158	783	592	7.3	32.4	0.3340	1.7	3.1	186	114
794	687	1100	826	611	7.4	34.6	0.3576	1.1	3.6	170	104
799	690	1125	823	611	7.1	33.7	0.3417	1.1	3.6	169	104
818	725	1065	849	694	6.4	35.8	0.3471	1.5	4.3	246	127
691	471	1552	698	357	5.6	37.7	0.3444	0.5	0.7	63	53
697	437	1705	702	325	5.3	38.8	0.3473	0	0.5	44	39
716	473	1595	734	343	4.7	41.4	0.3576	0.3	0.7	54	41
791	598	1186	802	608	4.3	43.9	0.3675	0.6	2.2	176	97
804	630	1188	806	712	4.9	40.6	0.3539	0.7	2.6	236	120
1093	1098	782	1221	1173	5.1	40.8	0.3603	2.6	13.4	613	167
1179	1390	567	1453	1459	6.5	38.1	0.3709	5.5	23.5	755	198
951	953	812	1022	1055	7.4	36.5	0.3778	2.6	9.4	460	157
882	826	952	910	799	7.9	36.4	0.3889	1.5	6.3	280	125
897	845	942	943	787	7.8	36.8	0.3908	1.7	6.7	322	135
949	965	860	1041	892	8.7	33.7	0.3790	2.2	9.7	349	138
896	891	921	935	766	8.5	34.3	0.3813	2.1	7.8	297	132
908	886	922	947	835	8.9	34.5	0.3946	2.2	7.7	353	142
959	924	899	993	897	8.8	35.7	0.4043	2.3	8.6	316	137
994	1005	832	1054	1009	7.9	38.6	0.4137	2.5	10.7	348	145
1081	1202	691	1230	1250	7.6	40.1	0.4195	3.1	16.7	445	166
1081	1164	705	1171	1283	6.9	40.3	0.4025	3.6	15.5	457	165
1175	1248	661	1308	1377	6.5	41.7	0.4047	3.9	18.3	516	175
1123	1110	732	1152	1322	6.3	42.6	0.4106	4	13.8	575	185
1032	952	833	1025	1198	5.9	44.7	0.4186	2.3	9.3	449	166
927	805	965	918	1007	5.8	43.4	0.4037	1.5	5.8	289	140
952	838	948	937	976	5.8	42.5	0.3937	1.5	6.6	268	133
987	883	913	949	1013	5.6	42.0	0.3856	2	7.6	343	144
902	761	1048	872	868	5.3	42.3	0.3806	1	5.0	222	126
812	541	1309	774	616	5.2	45.9	0.4099	1	1.5	89	70
821	563	1270	807	678	4.7	49.0	0.4209	1	1.7	103	74
932	701	944	875	936	4.5	51.8	0.4418	1	3.8	254	124
1069	931	782	1054	1110	4.5	53.0	0.4495	2	8.8	481	152
1137	1066	681	1151	1258	4.8	53.1	0.4605	3	12.5	638	174
1009	926	791	1015	1080	7.8	42.0	0.4464	2	8.7	492	161
962	877	841	969	949	9.3	37.6	0.4391	2	7.5	413	120
972	909	827	1012	894	10.0	34.2	0.4212	2	8.2	364	111
968	920	831	991	882	10.3	32.6	0.4094	2	8.5	299	128
939	902	884	969	872	9.8	31.8	0.3858	2.4	8.1	342	133
901	843	1061	907	751	9.8	30.3	0.3658	2.1	6.7	309	121
975	938	874	989	928	9.6	29.6	0.3545	2.8	9.0	367	147
1028	1025	774	1024	1160	8.1	32.5	0.3516	3.3	11.3	357	136
998	972	806	984	1090	6.8	36.1	0.3575	2.9	9.9	345	153
1094	1105	708	1086	1274	6.4	36.5	0.3519	3.9	13.6	483	178
1128	1161	672	1163	1340	5.9	37.8	0.3528	4.1	15.4	480	174
1111	1030	751	1033	1271	5.1	40.7	0.3621	3.3	11.4	427	166
1121	1023	725	1053	1354	4.8	45.1	0.3925	3.3	11.2	504	169
956	796	915	861	1084	4.5	43.9	0.3728	1.9	5.7	248	132
973	785	916	883	1086	5.2	44.1	0.3939	2	5.4	241	127
952	790	921	896	1038	4.3	46.4	0.3896	1.9	5.5	210	113
969	773	889	914	1064	3.0	52.5	0.4021	2.1	5.2	292	128
874	657	985	867	930	1.5	61.4	0.4235	1.3	3.1	129	85
806	554	1206	807	783	4.0	50.4	0.4154	1.1	1.6	106	77
874	623	1096	847	831	2.8	55.2	0.4177	1.2	2.5	125	78
961	779	917	960	983	1.2	61.4	0.4159	1.8	5.3	267	115
1195	1096	668	1166	1315	1.4	61.3	0.4208	3.6	13.4	543	169
1184	1148	651	1178	1389	2.2	58.1	0.4218	3.7	15.0	496	174
1135	1076	685	1120	1396	4.3	49.4	0.4138	3.4	12.8	491	171
1211	1177	620	1221	1585	6.6	42.5	0.4160	4	15.9	667	179
1228	1178	621	1202	1628	8.0	38.3	0.4133	3.8	15.9	693	193
1247	1188	598	1237	1692	9.1	36.1	0.4172	4.1	16.3	707	210
1336	1256	567	1320	1828	10.0	34.7	0.4259	4.9	18.6	777	224
1205	1079	652	1168	1476	11.0	33.0	0.4331	3.3	12.8	512	175
1305	1238	565	1325	1640	11.3	33.6	0.4504	4.3	17.9	587	177
1568	1528	455	1661	2046	9	41	0	6.6	29.0	864	208
1630	1622	421	1757	2238	8.0	45.9	0.4936	8.5	33.1	1089	247
1704	1689	402	1820	2480	7.1	50.3	0.5100	8.7	36.1	1070	242
1701	1692	402	1832	2415	6.2	56.9	0.5419	9.1	36.3	1220	252
1564	1462	472	1574	2181	6.3	57.9	0.5575	7	26.3	1076	228
1441	1314	517	1389	2051	6.2	56.8	0.5421	5	20.6	825	196
1376	1209	549	1283	2041	6.1	54.7	0.5201	4	17.0	740	190
1412	1216	543	1300	2059	6.0	55.6	0.5244	5	17.2	759	187
1352	1137	567	1234	2016	5.1	59.0	0.5248	4	14.6	610	174
1285	1052	605	1164	1967	5.1	58.4	0.5170	3	12.1	465	158
1200	929	664	1082	1847	4.2	63.1	0.5259	2	8.7	288	132
1187	931	669	1093	1792	4.3	64.1	0.5370	3	8.8	251	121
1166	909	691	1079	1680	4.8	61.9	0.5370	4	8.2	351	136
1209	958	666	1124	1662	5.3	61.1	0.5499	4	9.5	379	138
1349	1136	575	1299	1810	5.7	61.3	0.5657	5	14.6	539	149
1458	1307	497	1483	2103	6.1	60.5	0.5719	6	20.4	706	165
1462	1263	510	1421	2082	6.7	59.7	0.5890	7	18.8	750	170
1448	1263	511	1428	1971	7.2	58.6	0.5986	7	18.8	747	165
1419	1254	524	1406	1950	8.0	55.9	0.6018	6	18.5	670	167
1561	1425	465	1624	2101	9.8	52.4	0.6349	7	24.8	772	197
1558	1375	471	1563	2112	10.5	51.1	0.6503	8	22.9	792	217
1438	1208	528	1405	1962	10.8	52.4	0.6767	6	16.9	626	204
1532	1356	474	1610	2033	10.6	55.3	0.7058	7	22.2	678	193
1522	1337	479	1578	2034	10.4	57.0	0.7167	7	21.5	706	192
1514	1338	474	1598	2018	10.2	58.3	0.7256	7	21.5	668	175
1505	1168	525	1447	2066	9.4	66.1	0.7816	6	15.6	567	169
1458	1123	540	1395	2030	9.6	65.9	0.7869	6	14.2	527	164
1431	1100	553	1385	1913	9.5	66.2	0.7882	6	13.5	503	154
1243	924	648	1250	1534	9.0	69.8	0.8039	2	8.6	274	119
1251	924	644	1246	1568	8.9	70.5	0.8056	2	8.6	231	106
1259	944	631	1267	1622	8.9	70.4	0.8074	2	9.1	268	111
1268	926	645	1247	1628	9.1	69.6	0.8045	2	8.6	281	122
1288	956	623	1272	1553	9.0	70.8	0.8173	3	9.4	340	121
1410	1015	594	1319	1769	9.8	68.6	0.8324	3	11.0	406	136
1374	999	598	1316	1776	10.2	67.3	0.8373	3	10.6	379	138
1458	1090	553	1383	1898	10.7	65.0	0.8378	3	13.2	436	147
1609	1243	505	1491	2100	11.4	62.9	0.8454	6	18.1	602	178
1424	1090	566	1351	1896	12.2	61.1	0.8652	4	13.2	507	176
1331	966	633	1266	1745	12.1	61.8	0.8723	2	9.7	266	159
1434	1093	561	1366	1893	11.7	65.6	0.8980	3	13.3	335	168
1542	1161	531	1435	1972	11.4	67.9	0.9119	4	15.4	464	181
1651	1234	501	1513	2020	11.2	70.8	0.9386	5	17.8	527	184
1633	1240	496	1555	1906	10.9	75.9	0.9868	5	18.0	592	170
1739	1333	460	1689	1832	11.3	78.3	1.0455	6	21.3	821	174
1523	1132	541	1488	1470	10.3	82.8	1.0369	5	14.5	538	136
1543	1174	521	1542	1494	10.4	82.5	1.0406	5	15.8	513	127
1469	1086	564	1485	1394	11.0	81.7	1.0727	4	13.1	514	125
1271	886	688	1321	1113	11.7	79.8	1.0964	3	7.7	345	121
1161	810	775	1281	958	11.6	80.0	1.0924	2	6.0	231	117
1053	680	890	1166	807	11.3	80.1	1.0741	1	3.5	166	108
900	522	1242	1070	471	10.8	78.7	1.0202	1	1.2	61	55
855	479	1319	1068	450	10.7	81.5	1.0497	0	0.8	49	46
848	464	1425	1062	438	10.9	80.3	1.0444	0	0.7	54	46
873	485	1305	1083	512	10.7	80.7	1.0377	0	0.9	78	67
945	569	1140	1135	632	10.5	81.8	1.0416	1	1.8	136	90
1003	618	1003	1159	754	10.4	82.9	1.0419	1	2.5	198	117
1041	659	908	1188	792	10.6	82.1	1.0451	1	3.1	211	118
1036	685	942	1168	776	11.5	72.6	0.9846	1	3.5	183	112
1124	799	775	1231	969	12.8	65.5	0.9640	2	5.7	277	134
1130	803	772	1230	975	13.9	60.9	0.9644	2	5.8	267	127
991	632	981	1114	637	14.9	57.9	0.9726	1	2.7	123	88
988	596	1056	1118	541	14.8	63.5	1.0592	1	2.2	68	57
1163	801	772	1288	876	13.6	68.9	1.0699	1	5.8	186	99
1226	853	725	1307	1029	13.6	68.9	1.0661	2	6.9	321	129
1286	942	687	1362	1103	13.5	67.1	1.0357	2	9.1	343	137
1423	1116	553	1531	1369	12.3	75.4	1.0768	4	14.0	550	146
1408	1088	560	1504	1381	11.7	80.0	1.0938	4	13.1	598	139
1178	866	700	1342	1094	11.8	82.7	1.1381	2	7.2	390	128
985	701	877	1187	835	11.8	77.5	1.0741	1	3.8	159	106
1113	776	828	1217	881	12.0	72.3	1.0095	1	5.2	193	114
1178	873	700	1328	987	11.2	79.6	1.0587	2	7.4	316	137
1024	705	876	1168	807	11.5	74.2	1.0063	2	3.9	199	114
954	630	988	1107	664	11.6	68.9	0.9411	1	2.7	134	92
877	526	1171	1023	496	11.7	64.6	0.8888	1	1.3	63	55
826	465	1322	978	433	11.9	61.1	0.8527	0	0.7	50	46
862	535	1193	1020	524	12.5	57.3	0.8269	1	1.4	93	67
938	653	970	1100	747	12.3	60.1	0.8562	1	3.0	161	95
1205	943	688	1361	1052	11.5	68.7	0.9302	2	9.1	368	133
1171	978	637	1374	1092	12.5	63.2	0.9113	2	10.0	344	138
1131	926	684	1324	1036	12.9	63.2	0.9335	2	8.6	288	127
1074	832	748	1230	934	13.5	59.9	0.9261	2	6.4	244	119
1062	822	764	1228	917	13.4	61.3	0.9379	1	6.2	224	113
1045	800	796	1193	839	14.4	57.1	0.9309	2	5.7	206	109
1034	763	840	1192	761	15.0	57.2	0.9698	1	5.0	163	97
1186	899	695	1332	926	12.4	72.6	1.0422	2	8.0	296	117
1256	996	625	1417	1104	12.8	73.6	1.0851	3	10.5	386	132
1138	854	735	1276	911	13.3	68.2	1.0356	2	6.9	262	117
1138	891	721	1295	918	13.4	66.6	1.0187	2	7.8	212	110
1114	899	710	1279	948	13.3	63.6	0.9661	2	8.0	245	119
1107	905	705	1288	966	12.9	62.4	0.9258	2	8.1	263	116
1117	876	706	1264	1057	12.4	64.7	0.9266	2	7.5	300	123
1090	812	753	1213	1001	12.1	65.6	0.9222	2	6.0	242	117
954	665	916	1119	777	11.3	69.8	0.9320	1	3.2	152	100
987	715	884	1145	797	11.0	68.7	0.9001	1	4.1	165	101
1275	930	649	1024	1617	5.3	50.7	0.4564	2	8.8	214.9	106.3
1173	878	738	1002	1355	5.9	50.0	0.4689	3	7.5	299.8	128.6
1054	791	830	967	1131	4.3	55.3	0.4650	2	5.6	253.1	126
1004	753	879	942	1036	4.2	57.1	0.4759	1	4.8	181	105.7
1001	777	859	954	1009	3.5	58.3	0.4636	2	5.3	170.7	99
974	736	888	945	966	3.0	60.7	0.4667	1	4.5	168.1	96.7
915	653	973	905	901	2.6	63.2	0.4721	1	3.0	168.7	94.2
939	649	996	897	879	3.9	59.0	0.4807	1	3.0	145.4	86.1
973	748	878	968	991	4.7	57.2	0.4932	1	4.7	190.1	96.8
1011	782	846	992	1019	6.8	48.6	0.4822	2	5.4	224.5	113.4
1097	875	778	1080	1151	8.6	43.6	0.4887	2	7.4	260.8	124.7
1149	914	742	1072	1242	9.5	41.2	0.4908	2	8.4	381.8	147.1
1117	934	721	1075	1206	10.9	35.9	0.4680	2	8.9	357.1	153.4
1085	896	760	1049	1138	12.5	32.3	0.4670	2	7.9	299.2	147.4
1102	885	772	1051	1142	12.8	32.6	0.4814	2	7.7	312.5	139.3
1281	1053	659	1192	1438	10.9	39.7	0.5166	3	12.1	510.2	164.8
1472	1198	555	1344	1735	9.0	51.8	0.5961	5	16.6	832.4	190.9
1328	1029	637	1188	1611	8.1	54.1	0.5882	4	11.4	622.1	172.1
1198	897	720	1072	1436	7.8	54.6	0.5786	3	7.9	401.6	151.1
1176	905	718	1104	1389	6.2	59.6	0.5698	2	8.1	333.9	137.4
1118	830	765	1058	1313	5.7	59.9	0.5523	2	6.4	294.7	130.1
1091	773	820	1003	1232	5.6	59.7	0.5463	2	5.2	221.7	115.4
1078	775	809	1012	1195	4.7	62.9	0.5424	2	5.2	229.5	111.8
1043	726	875	972	1107	4.5	63.5	0.5411	2	4.3	194.7	105.1
992	685	916	963	1035	4.5	63.6	0.5414	1	3.6	167.2	95.5
947	673	929	974	929	3.2	68.3	0.5310	1	3.3	148.4	86.7
923	634	984	943	875	3.1	69.2	0.5337	1	2.7	122.6	75.1
911	613	992	934	861	2.4	71.9	0.5288	1	2.4	148.4	81.7
924	629	994	941	852	3.1	68.7	0.5317	1	2.6	142.7	82.8
954	674	940	981	891	2.1	73.1	0.5289	1	3.4	179.6	88.2
960	704	887	1003	947	3.3	68.2	0.5346	1	3.9	225.9	105.9
1016	760	835	1044	1016	4.1	65.8	0.5451	2	4.9	254.2	112
1139	879	753	1092	1201	6.6	56.6	0.5528	2	7.5	372.3	141.4
1130	860	752	1058	1218	8.0	51.2	0.5516	2	7.1	379	148.4
1237	962	685	1138	1385	10.3	44.9	0.5612	3	9.6	477.6	170.5
1159	837	742	1087	1311	12.3	41.7	0.5961	2	6.5	344.1	159.5
1124	790	791	1071	1206	13.5	41.3	0.6342	2	5.5	257.6	136.8
1312	998	640	1249	1473	13.4	43.1	0.6600	3	10.5	474	166.5
1246	936	665	1182	1460	9.9	53.3	0.6504	3	8.9	438.2	163.5
1232	931	674	1171	1627	8.9	54.6	0.6226	3	8.8	450.7	165.8
1286	996	644	1217	1827	8.9	54.8	0.6244	3	10.5	472.7	167.2
1347	1084	582	1290	2004	8.3	58.2	0.6391	3	13.0	559.7	174.3
1135	792	727	1170	1151	9.5	69.5	0.8261	2	5.6	226.1	119.6
1188	901	657	1261	1185	9.1	70.9	0.8176	2	8.1	258.6	118.6
1219	889	649	1186	1405	7.9	72.1	0.7679	2	7.7	260	110.5
1187	850	653	1169	1383	7.6	72.7	0.7598	2	6.8	241.9	109.1
1225	904	644	1194	1460	7.5	71.7	0.7439	2	8.1	267.4	110.1
1333	1019	576	1275	1612	7.9	70.6	0.7562	2	11.1	410.9	126.1
1489	1193	497	1475	1776	8.6	69.0	0.7732	4	16.4	669.8	148.2
1596	1341	436	1672	1991	9.1	67.5	0.7831	5	21.6	829.5	162.2
1585	1277	456	1567	1944	9.8	65.8	0.7967	5	19.3	844.5	173.1
1674	1376	438	1643	2098	11.2	61.9	0.8226	5	22.9	992	197.9
1741	1438	416	1741	2159	12.8	60.1	0.8820	5.9	25.3	1129.9	219
1680	1434	417	1790	2005	13.4	62.4	0.9513	5.9	25.2	976.6	206
1295	1090	553	1479	1441	14.3	61.2	0.9941	3.1	13.2	459.2	155
1288	1112	560	1492	1380	14.6	59.6	0.9824	2.6	13.9	346.3	150
1281	1111	553	1483	1409	14.2	60.0	0.9684	2.8	13.8	383.1	148
1310	1099	559	1481	1445	13.8	62.6	0.9862	2.8	13.5	414.4	158
1276	1099	559	1504	1388	13.6	64.0	0.9891	2.8	13.5	369.9	152
1312	1148	532	1525	1411	13.4	64.5	0.9865	3.1	15.0	400.1	148
1332	1146	539	1523	1377	13.5	64.7	0.9971	3.3	14.9	377.6	147
1248	1046	588	1404	1316	13.4	65.3	0.9967	2.7	11.9	356.9	144
1182	947	643	1334	1210	13.2	64.5	0.9732	2.3	9.2	333.2	144
1059	810	764	1200	1002	13.2	62.3	0.9392	1.6	6.0	226.6	125.7
1056	795	783	1187	896	12.5	63.7	0.9196	1.6	5.6	202.8	115
1064	785	769	1184	946	12.3	64.6	0.9229	1.7	5.4	209.7	116
1059	783	781	1188	877	12.5	63.8	0.9244	1.6	5.4	198.1	112
1005	679	875	1120	745	10.7	69.5	0.8919	0.9	3.4	88.8	67
939	568	1037	1054	656	12.4	62.6	0.8994	0.8	1.8	100.6	72
961	629	1011	1114	682	12.3	62.7	0.8947	0.7	2.6	104.1	69
1017	712	827	1147	829	11.4	66.6	0.8948	1.1	4.0	191.6	107
1108	823	720	1247	961	11.1	70.2	0.9276	1.5	6.2	236.5	117
1122	803	733	1225	960	13.4	61.0	0.9348	1.5	5.8	210.5	115
1099	826	739	1223	940	15.9	52.2	0.9377	1.6	6.3	230.2	120
1124	805	726	1233	938	15.6	54.0	0.9515	1.6	5.9	239.5	128
1186	921	660	1310	1040	16.3	51.5	0.9462	2	8.5	295.4	138
1096	819	733	1238	904	16.5	50.8	0.9442	1.7	6.2	242.6	127
1120	829	725	1259	910	16.3	51.9	0.9535	1.5	6.4	195.8	111
1185	893	666	1312	1011	16.2	53.0	0.9687	2	7.9	237.2	122
1173	885	685	1288	1038	15.6	54.8	0.9660	1.9	7.7	274.4	134
1221	935	642	1323	1144	14.5	57.5	0.9440	2.1	8.9	352.1	153
1330	1063	578	1419	1352	14.0	60.1	0.9566	2.8	12.4	487.6	169
1325	1027	591	1394	1365	13.5	63.0	0.9686	2.7	11.3	425.9	162
1195	915	666	1295	1245	12.6	65.4	0.9529	2.4	8.4	376.4	152
1150	869	694	1252	1203	12.0	67.5	0.9413	1.6	7.3	237.2	127
1145	806	736	1207	1120	10.5	72.0	0.9120	1.7	5.9	198.5	112
1041	729	819	1130	972	10.0	70.9	0.8706	1.3	4.3	163.9	98
1032	687	867	1109	878	9.8	70.7	0.8571	1.4	3.6	141.9	89.4
1010	661	881	1100	853	8.0	75.0	0.8098	1.2	3.1	142.4	82
944	617	944	1039	766	7.0	77.3	0.7782	1	2.5	126.9	77
862	540	1110	999	670	7.2	74.4	0.7581	0.6	1.4	73.4	55
909	567	1049	993	694	6.7	75.0	0.7418	0.7	1.8	99.6	63
965	659	973	1059	739	6.4	76.3	0.7389	1	3.1	125.9	69
1102	884	719	1218	940	6.0	78.5	0.7377	1.7	7.6	284.4	99
1226	1157	552	1464	1201	6.3	77.4	0.7452	3	15.3	418.5	125
1132	950	659	1253	1106	7.7	73.8	0.7769	2.4	9.3	432	123
1183	1013	632	1306	1186	10.2	61.5	0.7638	2.2	11.0	310.4	128
1211	998	605	1298	1302	11.3	58.1	0.7743	2.6	10.6	446.3	149
1253	1030	590	1351	1368	10.6	62.3	0.7981	2.5	11.4	464.4	137
1311	1088	563	1402	1452	11.1	62.0	0.8199	3	13.1	504.9	147
1341	1142	536	1454	1537	12.6	57.7	0.8387	3.3	14.8	563.6	168
1432	1195	509	1513	1651	13.3	56.2	0.8548	3.8	16.5	625.4	180
1404	1195	499	1501	1623	11.2	65.3	0.8639	3.6	16.5	589.9	170
1493	1337	466	1638	1742	8.8	74.6	0.8434	5	21.5	711.9	180
1478	1357	473	1652	1639	7.2	78.5	0.8030	5.7	22.2	722.5	178
1411	1311	487	1589	1537	6.5	80.0	0.7789	5	20.5	707.4	159
1387	1231	523	1487	1463	5.8	83.8	0.7768	4.8	17.7	736.5	156
1306	1161	557	1407	1379	5.5	83.5	0.7619	3.9	15.4	646.2	146
1232	1035	623	1296	1256	5.8	81.3	0.7568	3.3	11.6	535.5	132
1277	1085	589	1329	1344	5.4	82.6	0.7495	3.4	13.0	566.7	137
1063	843	762	1125	1089	6.4	76.3	0.7369	2.4	6.7	357.4	114
991	744	863	1069	949	7.0	73.6	0.7417	1.4	4.6	186.6	95
972	674	926	1032	882	7.9	69.3	0.7413	1	3.4	169.1	88
973	675	903	1029	905	7.4	71.7	0.7434	1.2	3.4	184.2	94
985	691	878	1056	902	7.7	71.9	0.7575	1.2	3.6	204.5	97
1020	736	854	1069	923	8.1	68.0	0.7396	1.3	4.5	212.5	93
1192	978	638	1273	1210	6.7	77.1	0.7597	2.3	10.0	415.1	113
1325	1140	542	1403	1468	6.8	77.9	0.7756	3.4	14.7	582.9	126
1219	1026	604	1311	1329	8.9	66.7	0.7634	3	11.3	462	133
1195	992	632	1251	1295	11.6	54.1	0.7387	2.5	10.4	387	141
1230	1020	605	1301	1365	13.5	49.4	0.7598	2.7	11.2	414.3	139
1312	1087	567	1393	1452	13.8	50.9	0.7960	2.8	13.1	439.8	147
1387	1127	530	1430	1615	13.4	55.9	0.8588	3.6	14.3	515.9	175
1375	1076	555	1377	1599	12.9	59.0	0.8736	3.1	12.8	495	180
1532	1265	482	1578	1777	13.3	59.0	0.8945	4.3	18.9	643	194
1531	1235	484	1541	1742	13.0	61.9	0.9224	4.6	17.9	724.7	192
1479	1196	498	1511	1739	12.5	63.6	0.9193	4.3	16.5	682.6	188
1521	1208	497	1549	1770	12.2	65.8	0.9310	4.3	16.9	681.2	179
1616	1363	442	1701	1918	12.6	65.2	0.9474	5.5	22.4	833	196
1371	1105	553	1429	1581	13.3	63.6	0.9681	3.4	13.6	513.5	169
1198	943	647	1307	1291	13.5	62.6	0.9644	2.4	9.1	371.3	151
1102	813	764	1204	1000	14.1	59.6	0.9563	1.6	6.0	212.5	123
1120	826	750	1222	974	14.0	61.4	0.9773	1.7	6.3	241.9	127
1093	789	771	1206	949	13.5	63.4	0.9755	1.6	5.5	240.9	127
1112	791	764	1216	934	13.2	64.2	0.9706	1.3	5.6	217.9	118
919	571	1017	1082	521	13.5	63.8	0.9801	0.6	1.8	53.6	43.9
929	556	1035	1094	575	12.5	67.3	0.9743	0.6	1.6	59.7	46
919	552	1063	1080	522	13.2	64.2	0.9664	0.5	1.6	55.3	46
944	586	977	1090	586	13.1	63.4	0.9535	0.6	2.0	92.8	61
943	580	980	1074	566	13.8	60.5	0.9526	0.7	1.9	80.5	60
1036	683	846	1144	693	13.7	60.4	0.9390	0.9	3.5	108.7	71
1168	797	698	1235	1022	14.0	59.7	0.9495	1.5	5.7	251.2	111
1232	903	626	1313	1152	15.0	56.2	0.9539	1.9	8.1	284.1	127
1236	901	628	1311	1108	16.9	50.9	0.9714	1.9	8.1	262.2	128
1278	1070	557	1479	1110	16.6	52.4	0.9810	2.2	12.6	255.5	142
1369	1242	476	1669	1306	16.4	53.2	0.9826	3.8	18.1	310	145
1182	929	648	1324	1029	16.1	52.8	0.9579	2	8.7	268.5	145
1210	933	648	1327	1094	15.7	54.4	0.9616	2.2	8.8	348.2	156
1316	1121	548	1488	1282	15.4	55.3	0.9616	3.3	14.1	395.7	154
1221	952	641	1334	1147	15.2	54.7	0.9362	2.7	9.3	431.7	165
1260	1034	588	1402	1208	14.7	56.6	0.9392	2.6	11.6	419	153
1231	962	625	1348	1192	14.4	58.2	0.9495	2.5	9.6	411.7	151
1115	804	734	1220	1136	14.3	59.2	0.9608	1.5	5.8	222.9	131
1180	877	680	1297	1131	14.0	60.4	0.9622	1.9	7.5	242.3	128
1174	873	672	1300	1071	13.7	63.6	0.9912	2	7.4	287.5	137
1178	876	666	1319	1059	13.1	68.7	1.0329	1.7	7.4	209	119
1052	704	807	1210	909	13.2	69.9	1.0526	1.2	3.9	141.3	96
960	532	1059	1122	724	12.9	70.4	1.0444	0.6	1.3	65.6	60
1162	843	685	1336	1027	12.3	73.3	1.0448	0.4	6.7	302.8	104
1523	1324	451	1776	1502	12.8	71.8	1.0551	2.6	21.0	620.3	136.7
1511	1334	433	1804	1606	13.1	70.2	1.0567	3.5	21.4	589.5	146
1420	1183	488	1626	1520	12.8	71.8	1.0551	2.1	16.1	591.7	136
1413	1193	484	1598	1566	13.1	70.3	1.0566	2.1	16.4	697.7	144
1335	1141	512	1536	1501	13.7	67.0	1.0446	1.7	14.8	482.3	133
1451	1298	452	1744	1634	14.0	65.4	1.0427	2.6	20.1	574.7	148
1410	1276	459	1701	1587	14.4	63.8	1.0421	3	19.3	547.5	154.7
1429	1277	456	1721	1560	14.1	65.9	1.0531	2	19.3	498.3	152.4
1409	1223	475	1640	1538	14.1	65.9	1.0552	2	17.4	478.8	145.3
1372	1210	484	1629	1491	14.1	66.0	1.0539	2	17.0	419.8	138.6
1366	1213	489	1611	1469	14.0	66.4	1.0536	2	17.1	378.4	134.2
1365	1192	492	1593	1486	13.8	66.4	1.0451	3	16.4	340.1	128.2
1385	1218	478	1620	1494	13.4	68.1	1.0441	3	17.3	398.5	134.6
1361	1137	503	1526	1471	13.2	69.1	1.0452	3	14.6	448.7	136.4
1312	1047	545	1430	1399	13.0	70.0	1.0420	3	11.9	374.4	126.3
1177	871	660	1292	1192	12.7	69.9	1.0223	2	7.3	243.8	116.1
1205	888	647	1292	1187	12.0	71.9	1.0071	2	7.7	256.3	116.4
1114	757	744	1204	1070	13.2	66.8	1.0087	2	4.9	212.3	106.8
1047	708	816	1167	949	12.4	69.5	0.9986	1	3.9	146.3	90.9
992	644	899	1128	854	11.8	70.6	0.9731	1	2.9	96	70.3
977	629	908	1129	835	12.3	68.0	0.9734	1	2.6	105.5	78.1
1047	671	863	1147	887	12.0	69.2	0.9697	1	3.3	114.7	74.8
1126	775	760	1205	1019	11.7	69.8	0.9612	1	5.2	236.4	100.6
1474	1268	502	1677	1503	12.1	67.6	0.9500	3	19.0	582.8	136.1
1526	1466	415	1855	1687	12.5	65.1	0.9399	5	26.5	662.3	147.3
1386	1158	518	1485	1553	12.8	62.5	0.9213	4	15.3	527.5	142.6
1392	1166	519	1488	1624	13.4	59.9	0.9143	3	15.6	548.5	152.6
1363	1192	499	1501	1637	13.4	57.9	0.8895	3	16.4	530.7	148.2
1331	1184	507	1508	1533	13.6	56.4	0.8754	3	16.1	493.2	148.8
1401	1261	479	1580	1577	13.8	56.3	0.8841	4	18.8	527.3	141.3
1374	1239	483	1569	1532	13.7	57.9	0.9063	3.2	18.0	487.3	147
1436	1299	451	1616	1621	13.6	58.9	0.9139	3.9	20.1	580.5	159
1386	1228	479	1546	1578	13.4	59.7	0.9142	3	17.6	530.7	152.1
1419	1277	459	1603	1631	13.3	61.2	0.9330	4	19.3	495.4	144.4
1428	1288	465	1580	1629	13.2	61.8	0.9313	4	19.7	487.2	146
1508	1416	418	1773	1733	12.9	61.5	0.9139	5	24.5	596	161.7
1438	1251	470	1593	1622	12.6	63.9	0.9307	4	18.4	594.9	156.1
1415	1197	486	1539	1597	12.0	67.4	0.9417	3	16.6	558.8	146.4
1433	1186	479	1497	1738	11.9	69.0	0.9568	4	16.2	585.6	151.2
1208	964	602	1305	1350	12.0	66.6	0.9293	1	9.6	399.3	126.6
1280	1029	564	1366	1363	11.4	69.6	0.9373	2	11.4	399.4	122.8
1174	942	626	1296	1262	11.2	70.3	0.9323	2	9.1	380.7	121.9
1018	746	800	1171	958	10.0	74.8	0.9161	1	4.7	182.5	83.1
